A,C,B,E,D,F,H,mu__0,sigma_log_,sigma
196.899439893,-4.12003185669,-0.243403758516,722.72763827,-76.9661139604,266.282115411,-1.51324601711,93.4860453359,0.783758315683,2.18968635282
196.899439893,-4.12003185669,-0.243403758516,722.503234331,-75.9875551214,266.282115411,-1.51324601711,93.4956265218,0.783758315683,2.18968635282
196.899439893,-4.12003185669,-0.243403758516,724.089645282,-75.9875551214,266.282115411,-1.51324601711,93.4335072219,0.783758315683,2.18968635282
196.899439893,-4.12003185669,-0.243403758516,724.195325236,-76.4739609319,266.282115411,-1.51324601711,93.4280297353,0.783758315683,2.18968635282
196.327622904,-4.12003185669,-0.243403758516,724.195325236,-75.5453389341,266.368928113,-1.51324601711,93.1303699656,0.783758315683,2.18968635282
196.327622904,-4.12003185669,-0.243403758516,724.512121397,-74.5994627096,265.129303232,-1.51324601711,92.9258555455,0.783758315683,2.18968635282
196.327622904,-4.12003185669,-0.243403758516,724.459545894,-75.2552530778,265.129303232,-1.51324601711,92.9263998825,0.783758315683,2.18968635282
196.327622904,-4.12003185669,-0.243403758516,724.459545894,-77.0982692075,265.612623762,-1.51324601711,93.004499625,0.783758315683,2.18968635282
195.897626486,-4.12003185669,-0.243403758516,723.160103843,-76.668066114,265.612623762,-1.51324601711,92.8158423292,0.783758315683,2.18968635282
195.897626486,-4.07969501146,-0.243403758516,723.51656654,-76.9467103414,264.819240135,-1.51324601711,92.6779259724,0.765698687196,2.15049637416
195.550503301,-4.07969501146,-0.243403758516,723.490129295,-75.5710652337,264.819240135,-1.51324601711,92.4754793115,0.765698687196,2.15049637416
195.372614434,-4.07969501146,-0.243403758516,723.884191914,-75.5146549295,264.184080676,-1.51324601711,92.2704568002,0.765698687196,2.15049637416
195.372614434,-4.07969501146,-0.243403758516,723.884191914,-75.9685142263,263.969594704,-1.51324601711,92.2460128607,0.765698687196,2.15049637416
195.0026791,-4.07969501146,-0.243403758516,723.884191914,-75.8649877274,263.969594704,-1.52660282058,92.0791939683,0.765698687196,2.15049637416
193.702844463,-4.07969501146,0.0524477936271,724.023719885,-75.5918243858,264.402065814,-1.52660282058,91.462231246,0.765698687196,2.15049637416
192.483912109,-4.07969501146,-0.00391159245153,724.023719885,-75.5918243858,264.402065814,-1.52660282058,90.7405828747,0.765698687196,2.15049637416
192.364918546,-4.07969501146,-0.00391159245153,725.444785582,-76.3450071799,264.422013957,-1.52660282058,90.6306492474,0.765698687196,2.15049637416
192.364918546,-4.07969501146,-0.00391159245153,725.462855284,-75.7352686912,264.422013957,-1.52660282058,90.6235365852,0.765698687196,2.15049637416
191.803198586,-4.07969501146,-0.00391159245153,725.789704493,-75.7352686912,263.959880651,-1.52660282058,90.2405549479,0.765698687196,2.15049637416
191.535434082,-4.07969501146,-0.00391159245153,726.350476243,-75.927143665,263.959880651,-1.52660282058,90.0759798413,0.765698687196,2.15049637416
191.535434082,-4.07969501146,-0.00391159245153,727.630765213,-75.5871965265,263.768998265,-1.52660282058,89.9955901445,0.765698687196,2.15049637416
191.535434082,-4.07969501146,-0.00391159245153,729.224038871,-75.3142946321,264.060929555,-1.52660282058,89.9728020266,0.765698687196,2.15049637416
191.535434082,-4.07969501146,-0.00391159245153,730.083574252,-74.2835439917,263.724084333,-1.52660282058,89.8857325565,0.765698687196,2.15049637416
191.535434082,-4.07969501146,-0.00391159245153,732.13730761,-73.418131119,262.982765515,-1.52660282058,89.6978867787,0.765698687196,2.15049637416
190.909033174,-4.07969501146,-0.00391159245153,732.957399201,-73.3520686265,261.831103977,-1.52660282058,89.1651568804,0.765698687196,2.15049637416
189.103108086,-4.07969501146,-0.00391159245153,732.902940891,-72.4451734687,262.24729078,-1.52660282058,88.2434565237,0.765698687196,2.15049637416
189.091100574,-4.07969501146,-0.00391159245153,735.635934537,-72.0889268499,261.252240144,-1.52660282058,87.9932414869,0.765698687196,2.15049637416
189.094819032,-4.07969501146,-0.00391159245153,736.811643765,-72.0889268499,261.734069223,-1.52660282058,88.0217423228,0.765698687196,2.15049637416
188.387995291,-4.07969501146,-0.00391159245153,736.983817393,-72.7555286972,261.536134482,-1.52660282058,87.6106698606,0.765698687196,2.15049637416
187.987176156,-4.07969501146,-0.00391159245153,738.167193636,-72.5005956096,261.039550865,-1.52660282058,87.2829463022,0.765698687196,2.15049637416
187.987176156,-4.07969501146,-0.00391159245153,738.40412964,-72.6262586082,260.33878658,-1.52660282058,87.1851959212,0.765698687196,2.15049637416
187.374782249,-4.07969501146,-0.00391159245153,739.0128352,-72.6262586082,258.716083896,-1.52660282058,86.6454888417,0.765698687196,2.15049637416
187.374782249,-4.07969501146,-0.00391159245153,740.805070397,-71.4560367057,258.115083798,-1.52660282058,86.4840959932,0.765698687196,2.15049637416
187.374782249,-4.07969501146,-0.00391159245153,743.085893439,-71.9136879645,257.18612898,-1.52660282058,86.325162046,0.765698687196,2.15049637416
187.374782249,-4.07969501146,-0.00391159245153,742.933699592,-72.4450302854,257.299661877,-1.52660282058,86.3613977758,0.765698687196,2.15049637416
186.794922984,-4.07969501146,-0.00391159245153,745.452739879,-72.4450302854,255.191049578,-1.52660282058,85.7945984323,0.765698687196,2.15049637416
186.794922984,-4.02367687477,-0.00391159245153,747.640872368,-71.816887318,255.651495633,-1.52660282058,85.7207768209,0.765698687196,2.15049637416
186.273407461,-4.02367687477,-0.040640192578,748.653221362,-71.816887318,254.685096436,-1.52660282058,85.3098573411,0.765698687196,2.15049637416
185.66283428,-4.04878812194,-0.0104114134545,747.210600008,-71.9262330595,254.024770835,-1.52660282058,85.0130296984,0.765698687196,2.15049637416
185.641024083,-4.04878812194,-0.0104114134545,747.210600008,-71.9262330595,253.036306818,-1.52660282058,84.9489833588,0.765698687196,2.15049637416
185.641024083,-4.04878812194,0.00196818032152,751.029688044,-70.4659978866,253.036306818,-1.52660282058,84.739145602,0.765698687196,2.15049637416
185.641024083,-4.04878812194,0.00196818032152,753.792813599,-70.3052918023,253.036306818,-1.52660282058,84.642050338,0.765698687196,2.15049637416
185.641024083,-4.04878812194,0.00196818032152,754.230691767,-68.7313687548,252.974492729,-1.52660282058,84.54090131,0.765698687196,2.15049637416
185.087920573,-4.04878812194,0.00196818032152,754.230691767,-68.7313687548,253.044142499,-1.52660282058,84.2478832467,0.765698687196,2.15049637416
184.412289381,-4.04878812194,0.00196818032152,752.611826367,-68.7313687548,251.071881662,-1.52660282058,83.8118823649,0.765698687196,2.15049637416
184.501007679,-4.04878812194,0.237148546406,752.100275809,-68.7313687548,250.260070967,-1.52660282058,84.2588629555,0.765698687196,2.15049637416
183.663794254,-4.04878812194,0.237148546406,750.5089535,-68.7313687548,249.552267709,-1.52660282058,83.833730246,0.765698687196,2.15049637416
183.073455096,-4.04878812194,0.237148546406,750.5089535,-68.7313687548,248.37968232,-1.52660282058,83.4882206343,0.765698687196,2.15049637416
183.073455096,-4.02729662447,0.237148546406,750.696835855,-68.752485114,248.683946153,-1.52660282058,83.492219936,0.765698687196,2.15049637416
183.073455096,-4.02729662447,0.237148546406,752.319820322,-68.752485114,249.754713133,-1.52660282058,83.4727150262,0.765698687196,2.15049637416
183.073455096,-4.02729662447,0.237148546406,751.921058224,-67.5388026544,250.453278698,-1.52660282058,83.4311769654,0.765698687196,2.15049637416
183.073455096,-4.21551973401,0.237148546406,751.921058224,-67.5388026544,250.814678162,-1.52660282058,83.5478197553,0.765698687196,2.15049637416
183.073455096,-4.03433613043,0.237148546406,755.242040885,-67.5388026544,249.763265123,-1.52660282058,83.2946278072,0.765698687196,2.15049637416
183.073455096,-4.03433613043,0.237148546406,755.81770467,-67.5388026544,247.872444425,-1.52660282058,83.2127602262,0.765698687196,2.15049637416
182.677639241,-4.2769377572,0.237148546406,755.480021252,-67.4059395949,247.128524726,-1.52660282058,83.166501294,0.765698687196,2.15049637416
182.542421294,-4.02344507249,0.237148546406,760.511505934,-67.4393112346,247.504302206,-1.52660282058,82.7760410119,0.765698687196,2.15049637416
182.542421294,-4.02344507249,0.237148546406,763.27544132,-66.7251799923,245.370321629,-1.52660282058,82.6121052351,0.765698687196,2.15049637416
182.409036547,-4.02344507249,-0.236192427191,762.141475533,-66.7251799923,246.323912462,-1.52660282058,82.1524754604,0.765698687196,2.15049637416
182.409036547,-4.02344507249,-0.236192427191,762.052082725,-67.6148364546,245.795799123,-1.52660282058,82.2379828828,0.765698687196,2.15049637416
182.409036547,-4.02344507249,-0.236192427191,762.882315902,-67.6148364546,246.202434925,-1.52660282058,82.2132038837,0.765698687196,2.15049637416
182.098172102,-4.02344507249,-0.0450071759664,762.882315902,-67.6148364546,246.945395695,-1.52660282058,82.0175876607,0.765698687196,2.15049637416
182.153441096,-4.02344507249,-0.0450071759664,764.680144317,-67.2017883825,246.240234686,-1.52660282058,81.9512970563,0.765698687196,2.15049637416
182.153441096,-4.02344507249,-0.0450071759664,766.141451063,-66.4365553012,244.704139258,-1.52660282058,81.836419844,0.739095243219,2.09404006022
182.153441096,-4.03640569762,-0.0450071759664,764.787119366,-64.9185892704,244.796646596,-1.52660282058,81.7274082121,0.739095243219,2.09404006022
182.153441096,-4.03640569762,-0.0450071759664,766.258470247,-64.9185892704,245.364501106,-1.52660282058,81.6926634382,0.739095243219,2.09404006022
181.7275574,-4.03640569762,-0.0450071759664,770.614038412,-62.8854303543,246.204339492,-1.52660282058,81.2214101277,0.739095243219,2.09404006022
181.065088809,-4.03640569762,-0.0450071759664,768.851245995,-62.8854303543,244.91457507,-1.52660282058,80.8694477904,0.739095243219,2.09404006022
181.065088809,-4.03640569762,-0.0450071759664,768.851245995,-63.3006401142,244.718338557,-1.52660282058,80.8962821283,0.739095243219,2.09404006022
181.065088809,-4.03640569762,-0.0450071759664,767.685500506,-63.9279431321,243.250459002,-1.52660282058,80.96957503,0.739095243219,2.09404006022
180.93035144,-4.03640569762,-0.0450071759664,766.968900877,-63.9279431321,243.354965257,-1.52660282058,80.9171614699,0.739095243219,2.09404006022
180.93035144,-4.03640569762,-0.0450071759664,770.629668977,-62.5795940076,243.92204658,-1.52660282058,80.7044193957,0.739095243219,2.09404006022
180.93035144,-4.03640569762,-0.0450071759664,771.289441568,-62.5795940076,244.105943536,-1.52660282058,80.6902844092,0.739095243219,2.09404006022
179.68164339,-4.03640569762,-0.0450071759664,771.289441568,-62.555485978,244.982134799,-1.52660282058,80.0459461629,0.712063922457,2.03819359404
179.217998605,-4.03640569762,-0.0450071759664,771.805024307,-62.555485978,245.632480607,-1.52660282058,79.8093784248,0.712063922457,2.03819359404
178.903358971,-4.03640569762,-0.0450071759664,774.743719731,-62.555485978,245.41056554,-1.52660282058,79.5563691514,0.712063922457,2.03819359404
177.932003067,-4.03640569762,-0.0450071759664,770.744580808,-61.9826720573,244.861934359,-1.52660282058,79.0939858256,0.712063922457,2.03819359404
177.585038455,-4.03640569762,-0.0450071759664,774.560863514,-62.7961849628,244.861934359,-1.52660282058,78.8669613327,0.712063922457,2.03819359404
176.596510021,-4.03640569762,-0.0450071759664,775.058242508,-62.4669947319,245.367888825,-1.52660282058,78.3305367934,0.712063922457,2.03819359404
175.541381495,-4.03640569762,-0.0450071759664,776.885434345,-61.4665425632,245.883037111,-1.57587289582,77.729906549,0.712063922457,2.03819359404
175.701073778,-4.03640569762,-0.0450071759664,775.787257875,-60.8623309306,244.80707467,-1.57587289582,77.7550730861,0.712063922457,2.03819359404
175.09272992,-4.03640569762,0.118802748097,775.765265751,-60.8623309306,244.148190548,-1.57587289582,77.3691602584,0.712063922457,2.03819359404
174.922863855,-4.03640569762,0.118802748097,776.571511972,-60.9542924534,244.148190548,-1.57587289582,77.2662112554,0.712063922457,2.03819359404
174.922863855,-4.03640569762,0.118802748097,776.571511972,-60.3574280062,243.051052302,-1.57587289582,77.1903329764,0.712063922457,2.03819359404
174.922863855,-4.03640569762,0.118802748097,775.449272582,-58.2411858423,243.463732,-1.55934713875,77.1426799692,0.712063922457,2.03819359404
174.922863855,-4.03640569762,0.118802748097,777.147787163,-56.2846057864,243.094534835,-1.55934713875,76.9878469534,0.712063922457,2.03819359404
174.534886021,-4.02410096423,0.118802748097,776.782249734,-55.5065716402,242.222744372,-1.55934713875,76.7093748853,0.712063922457,2.03819359404
171.95847481,-4.02410096423,0.118802748097,777.161709631,-53.4574738302,243.033719164,-1.55934713875,75.3782275623,0.712063922457,2.03819359404
171.95847481,-4.02410096423,0.118802748097,780.099669479,-53.9292246122,244.006414682,-1.55934713875,75.4101123989,0.664592121626,1.94369756743
171.490036311,-4.02410096423,0.118802748097,778.78695635,-53.9925597734,243.038003159,-1.60071830746,75.0762156469,0.664592121626,1.94369756743
170.010454145,-4.02410096423,0.118802748097,779.68064936,-52.2516413543,242.816209213,-1.60071830746,74.2586498025,0.664592121626,1.94369756743
170.010454145,-4.02410096423,0.118802748097,779.68064936,-52.2990350879,242.230321816,-1.60071830746,74.2008895744,0.664592121626,1.94369756743
170.010454145,-4.17319479365,0.118802748097,782.606674416,-52.2990350879,243.431232767,-1.60071830746,74.3145744815,0.664592121626,1.94369756743
169.006240647,-4.17319479365,0.118802748097,784.38586183,-52.6365343245,242.293211695,-1.60071830746,73.6569584208,0.664592121626,1.94369756743
169.006240647,-4.17319479365,0.118802748097,785.59306959,-52.916941746,242.293211695,-1.60071830746,73.6336210278,0.664592121626,1.94369756743
168.971186544,-4.17319479365,0.118802748097,788.8950623,-52.916941746,243.190150968,-1.60071830746,73.6266212813,0.664592121626,1.94369756743
168.971186544,-4.17319479365,0.118802748097,788.8950623,-53.5418464003,240.833784608,-1.60071830746,73.4424595029,0.664592121626,1.94369756743
169.069618124,-4.06375950158,0.118802748097,790.335711161,-54.1592899426,240.833784608,-1.60071830746,73.4240122627,0.664592121626,1.94369756743
169.069618124,-4.06375950158,0.118802748097,790.335711161,-52.0915193204,238.505727691,-1.60071830746,73.2081242466,0.664592121626,1.94369756743
169.069618124,-4.06375950158,0.118802748097,791.054759335,-52.0915193204,238.001407437,-1.60071830746,73.1697284377,0.664592121626,1.94369756743
169.069618124,-4.06375950158,0.118802748097,791.054759335,-51.8246231524,236.648857988,-1.60071830746,73.1099057352,0.664592121626,1.94369756743
166.908506251,-4.06375950158,0.118802748097,791.574718192,-49.6579214217,236.626010699,-1.60071830746,71.8996860489,0.664592121626,1.94369756743
166.489331229,-4.06375950158,0.118802748097,793.287055236,-49.0655987456,236.626010699,-1.60071830746,71.6295010232,0.664592121626,1.94369756743
166.489331229,-4.06375950158,0.118802748097,793.991804232,-49.1344752338,236.841160914,-1.60071830746,71.6288161559,0.664592121626,1.94369756743
166.176231594,-4.06375950158,0.118802748097,794.131324971,-47.9735275338,235.55274923,-1.55534162602,71.4065656262,0.64582562777,1.90756131489
164.622113668,-4.06375950158,0.118802748097,795.55339271,-48.1382549957,234.821304364,-1.55534162602,70.5905090693,0.64582562777,1.90756131489
164.622113668,-4.06375950158,-0.0385360658514,795.55339271,-48.5971334437,234.723250316,-1.55534162602,70.556155956,0.64582562777,1.90756131489
164.622113668,-4.06375950158,-0.0385360658514,795.55339271,-48.3857921602,234.655101313,-1.55534162602,70.5421978564,0.64582562777,1.90756131489
164.016727218,-4.06375950158,-0.0385360658514,794.252855379,-48.4600774996,234.883443751,-1.55534162602,70.287434978,0.64582562777,1.90756131489
164.016727218,-4.06375950158,-0.0385360658514,797.941356432,-48.4600774996,234.400943091,-1.55534162602,70.1937736827,0.64582562777,1.90756131489
163.643031266,-4.06375950158,-0.0385360658514,797.941356432,-47.7133598798,234.553083622,-1.55534162602,69.9775440883,0.64582562777,1.90756131489
163.643031266,-4.06375950158,-0.0385360658514,798.86093633,-47.6311612409,234.903459041,-1.55534162602,69.9690396689,0.64582562777,1.90756131489
163.049488824,-4.06375950158,-0.0385360658514,798.86093633,-48.7519189772,234.841824932,-1.55534162602,69.7368450927,0.64582562777,1.90756131489
162.69080497,-4.06375950158,-0.0385360658514,798.86093633,-48.489030423,234.172730514,-1.55534162602,69.5301633647,0.64582562777,1.90756131489
161.141046639,-4.15646465977,-0.0385360658514,801.431208465,-48.489030423,233.45881037,-1.55534162602,68.768029388,0.64582562777,1.90756131489
161.141046639,-4.15646465977,-0.0385360658514,802.045386626,-48.2133810667,233.107187153,-1.55534162602,68.7313656228,0.64582562777,1.90756131489
161.141046639,-3.97099299592,-0.0385360658514,804.846344203,-48.2133810667,232.398233187,-1.55534162602,68.6421691588,0.64582562777,1.90756131489
160.675450874,-3.97099299592,-0.0385360658514,806.009255931,-48.2133810667,232.143428439,-1.55534162602,68.3977507022,0.64582562777,1.90756131489
160.675450874,-3.97099299592,-0.0385360658514,810.032068635,-48.2133810667,231.78899065,-1.55534162602,68.3170949607,0.64582562777,1.90756131489
160.116681816,-3.97099299592,-0.0385360658514,812.368552346,-47.8459663798,230.729145698,-1.55534162602,67.9889626474,0.64582562777,1.90756131489
159.776784846,-3.97099299592,-0.0385360658514,813.201106345,-46.5477075618,230.720178179,-1.55534162602,67.7063686472,0.64582562777,1.90756131489
159.594158023,-3.97099299592,-0.0385360658514,811.424368356,-45.751742518,228.81044449,-1.55534162602,67.616623007,0.64582562777,1.90756131489
158.65170221,-3.97099299592,-0.0385360658514,811.012887995,-44.5673494204,228.81044449,-1.55534162602,67.0829251355,0.64582562777,1.90756131489
158.65170221,-3.97099299592,-0.0385360658514,809.792664354,-42.7706643346,229.198891986,-1.55534162602,66.9793652294,0.64582562777,1.90756131489
158.351719537,-3.97099299592,0.0324401772275,809.503756322,-42.3944556987,229.198891986,-1.55534162602,66.8226335909,0.64582562777,1.90756131489
158.077614238,-3.97099299592,0.0324401772275,808.936437575,-41.7971809512,229.286886864,-1.55534162602,66.6749966233,0.64582562777,1.90756131489
157.373391017,-3.97099299592,0.0324401772275,809.83684708,-41.4443655605,229.496320003,-1.55534162602,66.3220253249,0.64582562777,1.90756131489
156.801725328,-3.97099299592,-0.0355685053351,812.538811966,-41.4443655605,229.25598161,-1.55534162602,66.0028406947,0.64582562777,1.90756131489
156.801725328,-3.97099299592,0.0183196219814,813.212783816,-41.5076655213,229.25598161,-1.55534162602,65.9910830118,0.64582562777,1.90756131489
156.088371269,-3.97099299592,0.0183196219814,811.108825513,-40.2562029138,229.561952428,-1.55534162602,65.6629380044,0.64582562777,1.90756131489
156.088371269,-3.97099299592,0.0183196219814,809.548233109,-39.6964480619,227.700123358,-1.55534162602,65.6001651876,0.64582562777,1.90756131489
155.500810034,-3.97099299592,0.0183196219814,809.834095968,-39.4680016271,228.876448934,-1.55534162602,65.3600807455,0.64582562777,1.90756131489
