A,C,B,E,D,F,H,mu__0,sigma_log_,sigma
99.8358228669,-4.00993473435,-5.02299959761,1871.08517298,-71.2252772315,230.032140286,-0.21830065674,45.049233079,0.407357816877,1.50284175161
99.4616657494,-4.00993473435,-5.10229027425,1871.08517298,-71.2252772315,230.009534748,-0.21830065674,45.0145057536,0.407357816877,1.50284175161
99.4616657494,-4.00993473435,-5.10229027425,1879.44092493,-71.304958328,231.273185159,-0.234620899735,45.023127421,0.407357816877,1.50284175161
98.0738015859,-4.00993473435,-5.10229027425,1890.05724043,-73.2662789554,231.273185159,-0.234620899735,45.00614463,0.407357816877,1.50284175161
101.081147506,-4.00993473435,-5.10229027425,1918.58912743,-71.57412579,230.487394661,-0.234620899735,44.9748984769,0.419927930043,1.52185187187
97.9234200385,-4.00993473435,-5.10229027425,1915.03517647,-71.6091523117,230.487394661,-0.234620899735,45.0064753952,0.419927930043,1.52185187187
99.1202444514,-4.00993473435,-5.10229027425,1900.76207433,-70.8712352361,229.331376215,-0.234620899735,44.998015478,0.419927930043,1.52185187187
99.1682178882,-4.00993473435,-5.10229027425,1913.56545725,-73.204829078,229.188192727,-0.234620899735,44.978214893,0.391730949091,1.47953958638
103.357814771,-4.00993473435,-5.10229027425,1919.12134896,-77.1671476692,230.362684674,-0.234620899735,45.0106759538,0.391730949091,1.47953958638
103.357814771,-3.98516262382,-5.10229027425,1931.13320921,-74.939095708,230.362684674,-0.234620899735,44.9853405825,0.391730949091,1.47953958638
102.449861096,-3.98516262382,-5.10229027425,1922.68783092,-74.1510509312,230.362684674,-0.234620899735,44.9693820431,0.391730949091,1.47953958638
102.449861096,-3.98516262382,-5.10229027425,1908.40766172,-76.8213203094,231.56646842,-0.234620899735,44.969602974,0.391730949091,1.47953958638
102.963766242,-3.98516262382,-5.10229027425,1886.29164818,-79.3489946191,231.56646842,-0.234620899735,45.054303941,0.391730949091,1.47953958638
101.842146164,-4.04868583101,-5.10229027425,1886.62104549,-80.3532785854,231.56646842,-0.237211678869,45.0467756506,0.391730949091,1.47953958638
101.842146164,-4.04868583101,-5.10229027425,1889.11318201,-80.002590419,233.572378817,-0.237211678869,44.9689392391,0.391730949091,1.47953958638
101.842146164,-4.04868583101,-5.10229027425,1865.3147846,-80.3200673213,237.34123094,-0.237211678869,45.0927832956,0.391730949091,1.47953958638
97.863531696,-4.04868583101,-5.10229027425,1901.16845868,-83.9167521102,237.34123094,-0.237211678869,45.0181466284,0.391730949091,1.47953958638
97.863531696,-4.04868583101,-5.10229027425,1865.60965437,-83.9167521102,237.34123094,-0.237211678869,45.0591663625,0.391730949091,1.47953958638
97.863531696,-4.04868583101,-5.10229027425,1870.1641554,-88.8807761037,237.904377254,-0.237211678869,45.0918215538,0.391730949091,1.47953958638
97.863531696,-4.04868583101,-5.10229027425,1885.48400562,-89.1136552286,237.904377254,-0.203418832617,45.0830661721,0.391730949091,1.47953958638
102.280306002,-4.04868583101,-5.10229027425,1891.07943184,-89.0941471779,238.338460952,-0.219952463585,45.0312490348,0.405698672842,1.50035038802
102.280306002,-4.09545746088,-5.10229027425,1887.02445304,-91.1552864437,237.864739956,-0.232442187141,45.1005160638,0.405698672842,1.50035038802
102.280306002,-4.09545746088,-5.10229027425,1871.84209321,-92.1243060498,241.336274563,-0.232442187141,45.1584943386,0.405698672842,1.50035038802
102.280306002,-4.09545746088,-5.10229027425,1881.2945522,-92.1243060498,241.336274563,-0.232135236716,45.1428401247,0.405698672842,1.50035038802
104.950040728,-4.09545746088,-5.10229027425,1900.35410014,-92.1243060498,240.018550776,-0.232135236716,45.1791818324,0.405698672842,1.50035038802
104.950040728,-4.09545746088,-5.10229027425,1892.52152182,-86.557306985,240.118417539,-0.232135236716,45.2306226929,0.405698672842,1.50035038802
101.852098811,-4.09545746088,-5.10229027425,1897.73226969,-86.557306985,236.23249273,-0.232135236716,44.9984258166,0.405698672842,1.50035038802
101.376676252,-4.09545746088,-5.10229027425,1902.83350883,-84.3993732485,236.23249273,-0.232135236716,44.9646142563,0.405698672842,1.50035038802
101.376676252,-4.09545746088,-5.10229027425,1912.4453783,-81.6386475788,235.999186298,-0.232135236716,44.9672633612,0.405698672842,1.50035038802
97.3452786128,-4.09545746088,-5.10229027425,1942.0591787,-80.9646461598,232.612528153,-0.232135236716,44.9523802477,0.405698672842,1.50035038802
98.692648783,-4.08710296669,-5.10229027425,1936.08219435,-80.7962361468,232.612528153,-0.232135236716,44.9201158579,0.405698672842,1.50035038802
98.1375725345,-4.08710296669,-5.10229027425,1940.21444631,-79.62051055,232.612528153,-0.232135236716,44.9205167393,0.405698672842,1.50035038802
100.868988688,-4.08710296669,-5.10229027425,1940.21444631,-79.9182185445,237.162346424,-0.232135236716,45.0730523797,0.392777589258,1.4810889426
100.868988688,-4.08710296669,-5.10229027425,1958.24546457,-80.5152941234,234.933892443,-0.232135236716,44.9059657305,0.392777589258,1.4810889426
100.868988688,-4.08710296669,-5.10229027425,1952.46155051,-84.4122638424,234.933892443,-0.232135236716,44.8781080329,0.392777589258,1.4810889426
100.868988688,-4.08710296669,-5.10229027425,1929.12977834,-84.4122638424,234.674855075,-0.232135236716,44.9168316694,0.392777589258,1.4810889426
101.163098917,-4.08710296669,-5.10229027425,1927.57495446,-84.4122638424,235.778359278,-0.232135236716,44.9190713353,0.426468925341,1.53183892483
101.163098917,-4.08710296669,-5.10229027425,1912.3175092,-84.9383961687,235.778359278,-0.225970766796,44.9413895841,0.426468925341,1.53183892483
101.181277558,-4.08710296669,-5.10229027425,1906.56863442,-83.2865208352,234.405572967,-0.225970766796,44.9486700308,0.426468925341,1.53183892483
101.181277558,-4.08710296669,-5.10229027425,1915.22385708,-79.6503240523,231.807763801,-0.225970766796,44.951412128,0.426468925341,1.53183892483
99.6821936879,-4.08710296669,-5.10229027425,1905.5449649,-79.6503240523,234.543397997,-0.225970766796,44.9454257195,0.426468925341,1.53183892483
103.664038993,-4.0314640106,-5.10229027425,1920.23215698,-80.809483635,236.821748511,-0.225970766796,45.0657872634,0.426468925341,1.53183892483
100.733353566,-4.0314640106,-5.10229027425,1904.37118417,-79.7173851816,236.821748511,-0.225970766796,45.0387713096,0.426468925341,1.53183892483
102.619626357,-4.0314640106,-5.10229027425,1888.29673134,-79.8663370772,238.418235263,-0.225970766796,45.2001862511,0.426468925341,1.53183892483
102.85946913,-3.96100973561,-5.10229027425,1887.70123651,-81.0242676071,238.418235263,-0.225970766796,45.1771080652,0.426468925341,1.53183892483
102.065852733,-3.96100973561,-5.07246456944,1902.10630128,-84.5087688953,234.879380737,-0.225970766796,44.9894648016,0.426468925341,1.53183892483
102.065852733,-3.96100973561,-5.07246456944,1909.06655849,-84.5087688953,236.42779449,-0.225970766796,44.97384427,0.426468925341,1.53183892483
101.276710644,-3.96100973561,-5.07246456944,1915.07872299,-84.5195285421,237.997496683,-0.225970766796,45.0088193382,0.426468925341,1.53183892483
101.276710644,-3.96100973561,-5.07246456944,1911.08354505,-85.4199635781,237.419427759,-0.225970766796,44.9775083774,0.426468925341,1.53183892483
101.276710644,-3.96100973561,-5.07246456944,1899.71951442,-85.4199635781,235.711810463,-0.225970766796,44.9806913433,0.426468925341,1.53183892483
101.736377631,-3.96100973561,-5.07246456944,1899.14791779,-81.2360849479,236.095400184,-0.225970766796,44.9965620227,0.426468925341,1.53183892483
101.736377631,-3.96100973561,-5.07246456944,1911.95133223,-81.2360849479,236.095400184,-0.225970766796,44.9864383298,0.426468925341,1.53183892483
101.736377631,-3.96100973561,-5.07246456944,1908.82524725,-81.2360849479,237.413377694,-0.225970766796,45.0627527639,0.426468925341,1.53183892483
101.736377631,-3.96100973561,-5.07246456944,1919.14668351,-81.2360849479,237.413377694,-0.225970766796,45.0603263747,0.426468925341,1.53183892483
99.3275124149,-3.96100973561,-5.07246456944,1925.70696588,-81.2360849479,234.90428701,-0.225970766796,44.9296394758,0.426468925341,1.53183892483
101.338481956,-3.96100973561,-5.07246456944,1949.56035987,-80.6788476694,236.220129127,-0.225970766796,44.9830746378,0.426468925341,1.53183892483
100.762148357,-3.96100973561,-5.07246456944,1954.11366674,-82.2286997636,236.220129127,-0.225970766796,44.9358145012,0.426468925341,1.53183892483
100.027667334,-3.96100973561,-5.05218454566,1927.47350678,-82.2286997636,236.220129127,-0.225970766796,44.9569594313,0.426468925341,1.53183892483
99.8775426043,-3.96100973561,-4.99432944918,1928.38616623,-87.0853629151,236.220129127,-0.225970766796,44.9788515154,0.426468925341,1.53183892483
99.8775426043,-3.96100973561,-4.99432944918,1932.32338188,-85.0442613446,236.220129127,-0.225970766796,44.961847551,0.426468925341,1.53183892483
100.595831456,-3.96100973561,-5.11219349214,1934.60512431,-85.2026911838,238.138790382,-0.225970766796,44.9830360202,0.426468925341,1.53183892483
100.595831456,-3.96100973561,-5.11219349214,1922.56617116,-81.4675842803,234.941381087,-0.225970766796,44.9246892816,0.426468925341,1.53183892483
99.6678168905,-4.05664670374,-5.11219349214,1925.18030232,-81.4675842803,234.941381087,-0.225970766796,44.9086703775,0.426468925341,1.53183892483
99.6678168905,-4.05664670374,-5.11219349214,1926.06736654,-81.4675842803,234.496091173,-0.225970766796,44.9010637715,0.426468925341,1.53183892483
100.428169953,-4.05664670374,-5.11219349214,1957.57847857,-83.7354078654,234.496091173,-0.225970766796,44.8568078762,0.426468925341,1.53183892483
103.825702225,-4.05664670374,-5.11219349214,1957.2769394,-84.3295791703,234.496091173,-0.225970766796,44.9326132259,0.426468925341,1.53183892483
96.9482407439,-4.05664670374,-4.99992887248,1967.39701663,-84.8845708777,234.496091173,-0.225970766796,44.9528374736,0.426468925341,1.53183892483
96.9482407439,-4.05664670374,-4.99319809142,2001.85820471,-85.0786821009,235.376617124,-0.225970766796,44.9211751514,0.426468925341,1.53183892483
100.353208851,-4.05664670374,-4.99319809142,2007.26818903,-84.5577107204,235.376617124,-0.225970766796,44.854968607,0.426468925341,1.53183892483
100.353208851,-4.05664670374,-4.99319809142,1998.93500449,-84.5577107204,235.018744192,-0.225970766796,44.8541658099,0.426468925341,1.53183892483
97.7391836268,-4.05664670374,-4.99319809142,1998.33135749,-84.5577107204,233.137209477,-0.225970766796,44.9016453303,0.426468925341,1.53183892483
97.7391836268,-4.05664670374,-4.99319809142,1986.37578396,-85.3217604571,233.137209477,-0.225970766796,44.9347433966,0.426468925341,1.53183892483
102.801325816,-4.05664670374,-4.99319809142,1976.97475383,-85.3217604571,233.931969372,-0.225970766796,44.9268408983,0.426468925341,1.53183892483
102.801325816,-4.05664670374,-4.99319809142,1966.2239794,-85.3217604571,233.931969372,-0.225970766796,44.9459710434,0.426468925341,1.53183892483
102.801325816,-4.05664670374,-4.99319809142,1982.4921833,-82.3428534984,233.931969372,-0.247673060396,44.8642870747,0.426468925341,1.53183892483
99.1822746599,-4.05664670374,-4.99319809142,1996.03691791,-80.9136538976,235.525787924,-0.248661636805,44.9095712613,0.426468925341,1.53183892483
99.1822746599,-4.05664670374,-5.09289907862,1989.41900641,-81.1833415283,235.525787924,-0.248661636805,44.9265800385,0.418079330771,1.51904117633
99.0166216214,-4.05664670374,-4.88001887218,1967.17216354,-81.3084112077,235.257002438,-0.248661636805,44.9612261733,0.418079330771,1.51904117633
99.3756391464,-4.02725855091,-4.9473361437,1963.30298172,-81.3084112077,235.583486791,-0.248661636805,44.9206674335,0.418079330771,1.51904117633
99.3756391464,-4.02725855091,-4.9473361437,1935.48332981,-82.7197624911,233.637700028,-0.287253899822,44.920708478,0.418079330771,1.51904117633
99.3756391464,-4.02725855091,-4.9473361437,1961.78719825,-83.9958674665,234.98911991,-0.287253899822,44.8813289446,0.418079330771,1.51904117633
101.651923814,-4.02725855091,-4.9473361437,1966.84095915,-86.3216078664,234.98911991,-0.290313130749,44.8974765799,0.418079330771,1.51904117633
101.691100152,-4.02725855091,-4.9473361437,1976.73914688,-83.5635207001,234.98911991,-0.290313130749,44.8816224624,0.418079330771,1.51904117633
101.691100152,-4.02725855091,-4.9473361437,1972.99378189,-86.9569321046,232.68742348,-0.290313130749,44.9920996354,0.418079330771,1.51904117633
101.105219668,-4.02725855091,-4.9473361437,1982.0972244,-89.7178791507,237.277404241,-0.290313130749,44.8878001295,0.418079330771,1.51904117633
101.105219668,-4.02725855091,-4.9473361437,1953.29302689,-85.1878419213,237.277404241,-0.290313130749,44.9462363162,0.418079330771,1.51904117633
101.105219668,-4.02725855091,-4.9473361437,1940.86301661,-83.6323613947,234.561421264,-0.290313130749,44.914869484,0.418079330771,1.51904117633
101.105219668,-4.02725855091,-4.9473361437,1919.65566563,-86.80973009,234.975708344,-0.290313130749,44.9920624456,0.418079330771,1.51904117633
98.9458634685,-3.84254668157,-4.9473361437,1943.03400462,-82.8932052365,235.452738368,-0.290313130749,45.0526832168,0.418079330771,1.51904117633
97.1953389057,-3.84254668157,-4.9473361437,1951.46863272,-82.8932052365,234.036903039,-0.290313130749,45.0739692804,0.418079330771,1.51904117633
100.636014846,-3.84254668157,-4.9473361437,1950.14907212,-82.4681782784,233.048545678,-0.290313130749,45.0369332087,0.418079330771,1.51904117633
100.111164271,-3.84254668157,-4.9473361437,1946.5504706,-82.4681782784,234.737737975,-0.276164345459,45.0030109819,0.418079330771,1.51904117633
103.322244462,-3.84254668157,-4.9473361437,1963.85884752,-82.4681782784,235.92970835,-0.276164345459,45.0812712859,0.418079330771,1.51904117633
103.322244462,-4.14944541335,-4.9473361437,1976.45874172,-82.4681782784,235.92970835,-0.276164345459,44.9951351316,0.406591591779,1.50169067759
101.585717147,-4.14944541335,-4.9473361437,1985.98983562,-83.0635766916,235.92970835,-0.276164345459,44.9333787803,0.406591591779,1.50169067759
104.214810472,-4.14944541335,-4.9473361437,1985.98983562,-83.7609289129,235.92970835,-0.276164345459,45.0012052343,0.406591591779,1.50169067759
105.021416716,-4.14944541335,-4.9473361437,1979.84954416,-83.7609289129,233.928754253,-0.276164345459,45.0141493489,0.406591591779,1.50169067759
105.021416716,-4.14944541335,-4.9473361437,1963.25204724,-82.7705147731,233.928754253,-0.276164345459,45.0337472859,0.406591591779,1.50169067759
102.857307961,-4.14944541335,-4.9473361437,1972.51896811,-81.8167052475,234.263809895,-0.253084942394,44.9387948991,0.406591591779,1.50169067759
102.487797271,-4.14944541335,-4.9473361437,1977.16090448,-81.8167052475,234.263809895,-0.253084942394,44.9242310855,0.406591591779,1.50169067759
102.487797271,-4.14944541335,-4.9473361437,1977.16090448,-81.1708033547,234.263809895,-0.253084942394,44.9318141831,0.406591591779,1.50169067759
99.9105591751,-4.14944541335,-4.9473361437,1992.73983142,-83.4455221068,234.460021517,-0.242762928897,44.8930006636,0.406591591779,1.50169067759
100.144984852,-4.14944541335,-4.9473361437,2004.86132955,-83.4455221068,234.460021517,-0.242762928897,44.8810245232,0.406591591779,1.50169067759
100.796044375,-4.14944541335,-4.9473361437,1986.6267191,-85.0428150063,233.093858029,-0.242762928897,44.9267456607,0.406591591779,1.50169067759
99.1696926771,-4.14944541335,-4.9473361437,2008.48288618,-83.8005418063,233.093858029,-0.242762928897,44.8822574635,0.406591591779,1.50169067759
98.1240082093,-4.14944541335,-4.9473361437,2040.39893346,-86.8836929957,232.547791763,-0.242762928897,44.9100450045,0.406591591779,1.50169067759
97.8118334394,-4.14944541335,-4.9473361437,2053.39034647,-88.524480449,235.795194455,-0.299248329751,44.8960375006,0.406591591779,1.50169067759
97.8118334394,-4.14944541335,-4.9473361437,2053.39034647,-87.4795961159,237.440979218,-0.299248329751,44.9746437636,0.406591591779,1.50169067759
99.5582872988,-4.14944541335,-4.9473361437,2052.74785048,-88.9840052026,237.440979218,-0.299248329751,44.9105714933,0.406591591779,1.50169067759
100.332394613,-4.14944541335,-4.9473361437,2060.55251701,-89.219638101,237.440979218,-0.299248329751,44.9000750299,0.406591591779,1.50169067759
104.893535565,-4.14944541335,-4.9473361437,2037.75054303,-89.1913233777,237.440979218,-0.299248329751,45.0408160903,0.406591591779,1.50169067759
103.277147881,-4.14944541335,-4.9473361437,2024.52538423,-89.1913233777,236.1888635,-0.299248329751,44.9500668175,0.406591591779,1.50169067759
103.277147881,-4.14944541335,-4.9473361437,2040.36360172,-88.7699053565,235.914754897,-0.299248329751,44.929179468,0.406591591779,1.50169067759
103.00095329,-4.0863376398,-4.9473361437,2033.36791964,-89.2463628218,235.914754897,-0.299248329751,44.8885672164,0.406591591779,1.50169067759
103.00095329,-4.0863376398,-4.9473361437,2024.92775073,-89.2463628218,234.205869541,-0.233483603998,44.9291654926,0.406591591779,1.50169067759
103.00095329,-4.0863376398,-5.1476173036,2032.77456614,-89.2463628218,236.359176167,-0.233483603998,44.8523041337,0.406591591779,1.50169067759
100.255839211,-4.0863376398,-5.31000504207,1991.61198381,-84.5763097134,236.200130535,-0.165434784801,44.8602266914,0.418236908781,1.51928056268
98.0679073251,-4.05090391736,-5.31000504207,2012.48717367,-85.0896881793,236.200130535,-0.165434784801,44.8604374932,0.418236908781,1.51928056268
98.3757658085,-4.05090391736,-5.31000504207,2013.01026993,-85.0896881793,236.133794859,-0.165434784801,44.8496438747,0.394533785729,1.48369231112
98.3616788957,-4.05090391736,-5.31000504207,2021.01909397,-85.0896881793,236.322554429,-0.165434784801,44.8546550591,0.394533785729,1.48369231112
102.013270855,-4.04435434747,-5.31000504207,2030.96608111,-88.5699020323,236.322554429,-0.165434784801,44.7985700867,0.394533785729,1.48369231112
100.705330587,-4.04435434747,-5.43393786904,2032.51722631,-88.8725174404,236.322554429,-0.165434784801,44.818482947,0.394533785729,1.48369231112
102.428199214,-4.04435434747,-5.43393786904,2033.62019349,-88.8725174404,236.805948615,-0.127884154903,44.8196829797,0.394533785729,1.48369231112
102.607992832,-4.04435434747,-5.43393786904,2046.19689254,-92.5796466404,235.532065556,-0.107399245871,44.8875636431,0.394533785729,1.48369231112
100.358033904,-4.04435434747,-5.43393786904,2047.41810919,-92.9140612231,236.616456675,-0.107399245871,44.836115176,0.394533785729,1.48369231112
100.358033904,-4.13069282155,-5.39924828877,2027.28015157,-92.9140612231,237.689705247,-0.107399245871,44.9367376702,0.394533785729,1.48369231112
101.346912456,-4.13069282155,-5.39924828877,2026.38110102,-93.4304983423,235.907029331,-0.107399245871,44.9841244858,0.394533785729,1.48369231112
101.346912456,-4.13069282155,-5.4494490611,2037.16853103,-93.0520091781,238.1772932,-0.107399245871,44.8861957205,0.394533785729,1.48369231112
101.104400663,-4.09539610246,-5.56226135818,2034.47854652,-93.0520091781,238.1772932,-0.107399245871,44.8228032166,0.394533785729,1.48369231112
98.8336023353,-4.09539610246,-5.56226135818,2031.07520084,-94.6987520108,240.095065058,-0.107399245871,44.891066824,0.394533785729,1.48369231112
99.7492387568,-4.09539610246,-5.61762624562,2025.37237577,-92.8531508312,240.095065058,-0.107399245871,44.9199567924,0.394533785729,1.48369231112
102.839370713,-4.09539610246,-5.61762624562,2029.29778483,-95.9161767743,240.095065058,-0.107399245871,44.9269848039,0.394533785729,1.48369231112
102.839370713,-4.09539610246,-5.61762624562,2038.35951524,-94.412123046,240.095065058,-0.107399245871,44.9265710576,0.394533785729,1.48369231112
100.675875446,-4.09539610246,-5.61762624562,2014.89268562,-94.412123046,240.095065058,-0.107399245871,44.9101370338,0.394533785729,1.48369231112
100.286572689,-4.09539610246,-5.61762624562,2018.20665079,-96.3949341297,240.259126468,-0.107399245871,44.9086345752,0.394533785729,1.48369231112
100.286572689,-4.09539610246,-5.61762624562,2014.16977871,-91.887443594,240.259126468,-0.107399245871,44.951529503,0.394533785729,1.48369231112
100.286572689,-4.09539610246,-5.61762624562,2027.62907813,-91.887443594,234.828126377,-0.107399245871,44.8784219116,0.394533785729,1.48369231112
100.679257404,-4.09539610246,-5.61762624562,2042.6630647,-91.887443594,234.828126377,-0.107399245871,44.8459558239,0.394533785729,1.48369231112
100.679257404,-4.09539610246,-5.51235301937,2054.18024683,-85.6109538833,234.828126377,-0.107399245871,44.7710763521,0.394533785729,1.48369231112
100.679257404,-4.09539610246,-5.51235301937,2036.35293439,-84.7805348982,232.428052884,-0.107399245871,44.8005269501,0.394533785729,1.48369231112
101.63249874,-4.09539610246,-5.51235301937,2045.16642436,-84.7805348982,231.949237207,-0.107399245871,44.8122995968,0.394533785729,1.48369231112
102.794584563,-4.09539610246,-5.51235301937,2051.75030214,-84.1721065097,231.949237207,-0.107399245871,44.8207143141,0.394533785729,1.48369231112
101.814973452,-4.09539610246,-5.51235301937,2066.44781074,-84.1721065097,231.949237207,-0.0964041680526,44.7969553258,0.394533785729,1.48369231112
99.8406141454,-4.09539610246,-5.51235301937,2057.04069842,-86.899359705,232.233595882,-0.0964041680526,44.8286766325,0.394533785729,1.48369231112
96.7630518019,-4.09539610246,-5.51235301937,2060.72243648,-88.3147488109,235.656142052,-0.0964041680526,44.8559900128,0.394533785729,1.48369231112
99.5028151568,-4.09539610246,-5.51235301937,2039.77638827,-88.3147488109,234.197551474,-0.0964041680526,44.8165102818,0.394533785729,1.48369231112
99.9372826396,-4.09539610246,-5.51235301937,2029.8832875,-93.002756728,234.197551474,-0.0964041680526,44.9625644038,0.394533785729,1.48369231112
100.417756291,-4.09539610246,-5.51235301937,2062.05293782,-93.002756728,234.197551474,-0.108671734117,44.8564834939,0.394533785729,1.48369231112
98.0701965136,-4.09539610246,-5.51235301937,2076.91739757,-93.0078358413,237.224203956,-0.108671734117,44.7894955419,0.394533785729,1.48369231112
101.347720729,-4.09539610246,-5.51235301937,2077.05289837,-92.1830416268,238.179248384,-0.108671734117,44.79571268,0.394533785729,1.48369231112
101.347720729,-4.09539610246,-5.51235301937,2077.05289837,-93.6631934,238.687623065,-0.108671734117,44.8012955759,0.394533785729,1.48369231112
99.2135156281,-4.09539610246,-5.51235301937,2104.22955268,-94.0509860011,238.726317752,-0.169233204024,44.9205962906,0.394533785729,1.48369231112
99.2135156281,-4.09539610246,-5.27489841098,2112.8658779,-94.5829748745,238.726317752,-0.169233204024,44.7729610839,0.394533785729,1.48369231112
99.2135156281,-4.09219079306,-5.27489841098,2112.8658779,-95.2328249691,239.289208624,-0.169233204024,44.7904270142,0.394533785729,1.48369231112
97.4437900826,-4.09219079306,-5.27489841098,2113.54740371,-92.8556032396,239.289208624,-0.169233204024,44.8788662646,0.394533785729,1.48369231112
97.4437900826,-4.09219079306,-5.27489841098,2092.16037455,-94.9396202064,239.289208624,-0.169233204024,44.8479851983,0.394533785729,1.48369231112
97.4437900826,-4.09219079306,-5.27489841098,2106.79685975,-98.6466567366,239.512796405,-0.169233204024,44.8277037553,0.394533785729,1.48369231112
96.6634790097,-4.09219079306,-5.27489841098,2095.98390485,-96.1532456292,237.341355514,-0.169233204024,44.8369143082,0.394310964776,1.48336175022
100.424757598,-4.09219079306,-5.27489841098,2095.98390485,-94.9091385808,235.753290424,-0.169233204024,44.7656465945,0.394310964776,1.48336175022
100.424757598,-4.09219079306,-5.30385678423,2112.92874682,-95.8757045398,237.960541855,-0.169233204024,44.7281160025,0.394310964776,1.48336175022
99.0210712141,-4.09219079306,-5.30385678423,2097.53575317,-99.7351388776,237.960345709,-0.154729083556,44.8333102471,0.394310964776,1.48336175022
102.104549428,-4.11571154033,-5.30385678423,2114.42867082,-103.873422919,241.675867893,-0.154729083556,44.8895847939,0.393270648225,1.48181938685
104.007405342,-4.11571154033,-5.30385678423,2126.48976953,-103.180088168,241.675867893,-0.165555073229,44.9162618441,0.393270648225,1.48181938685
104.007405342,-4.11571154033,-5.30385678423,2137.50080457,-103.825794967,241.675867893,-0.165555073229,44.9052068018,0.393270648225,1.48181938685
104.007405342,-4.11571154033,-5.30385678423,2125.14434633,-103.825794967,240.382367551,-0.165555073229,44.9002538017,0.393270648225,1.48181938685
101.815381976,-4.11571154033,-5.30385678423,2132.91950499,-105.033531371,240.382367551,-0.179437364173,44.8389295558,0.393270648225,1.48181938685
99.8852214536,-4.11571154033,-5.30385678423,2132.91950499,-104.219782217,240.382367551,-0.179437364173,44.8117373251,0.393270648225,1.48181938685
97.5398524865,-4.11571154033,-5.30385678423,2149.81481923,-100.269816185,241.281979535,-0.179437364173,44.8627128115,0.393270648225,1.48181938685
97.5398524865,-4.11571154033,-5.30385678423,2148.07987036,-99.9340403169,241.281979535,-0.162113141811,44.8735853418,0.393270648225,1.48181938685
98.1822267494,-4.11571154033,-5.30385678423,2138.64050391,-100.304046447,239.271227916,-0.162113141811,44.7815291756,0.393270648225,1.48181938685
101.719809367,-4.11571154033,-5.30385678423,2146.28515613,-94.1338929166,240.196144365,-0.162113141811,44.8952770204,0.393270648225,1.48181938685
101.995599737,-4.11571154033,-5.30385678423,2143.36788057,-93.4747330161,237.210908802,-0.162113141811,44.7272673109,0.393270648225,1.48181938685
101.995599737,-4.11571154033,-5.30385678423,2143.7500154,-94.2157608791,237.859023389,-0.162113141811,44.7428300159,0.397819362162,1.48857511263
101.145667518,-3.94311949935,-5.30385678423,2140.87784338,-93.768323057,237.859023389,-0.162113141811,44.7394461112,0.397819362162,1.48857511263
102.81724895,-3.94311949935,-5.30385678423,2152.2902987,-89.3187974308,235.49429411,-0.162113141811,44.7394374267,0.397819362162,1.48857511263
102.81724895,-3.94311949935,-5.30385678423,2152.2902987,-89.3187974308,235.49429411,-0.162113141811,44.7394374267,0.397819362162,1.48857511263
102.81724895,-3.94311949935,-5.30385678423,2143.13586986,-88.419985402,235.49429411,-0.162113141811,44.757430814,0.397819362162,1.48857511263
102.865145519,-3.94311949935,-5.30385678423,2139.54863622,-87.9114871317,233.140094413,-0.162113141811,44.7295100819,0.397819362162,1.48857511263
101.529180369,-3.94311949935,-5.30385678423,2139.54863622,-88.6557784194,234.043976612,-0.162113141811,44.6961345784,0.397819362162,1.48857511263
103.77717134,-3.94311949935,-5.30385678423,2132.6426756,-88.6557784194,233.137011895,-0.161151006655,44.7748472831,0.397819362162,1.48857511263
97.9232557452,-3.94311949935,-5.30385678423,2125.64267599,-93.0505963232,234.961866163,-0.155387510955,44.7622430902,0.397819362162,1.48857511263
97.9232557452,-3.94311949935,-5.30385678423,2123.3197286,-93.0505963232,234.961866163,-0.155387510955,44.7657606269,0.397819362162,1.48857511263
97.9232557452,-3.94311949935,-5.30385678423,2083.50022285,-88.7626060023,234.803122099,-0.155387510955,44.7866782502,0.397819362162,1.48857511263
101.412205222,-3.94311949935,-5.42914482133,2053.58205369,-91.4546465514,236.427513767,-0.155387510955,44.8052673015,0.397819362162,1.48857511263
98.0370086936,-3.94311949935,-5.42914482133,2043.03684715,-90.0408994856,236.003400901,-0.155387510955,44.8337440656,0.397819362162,1.48857511263
98.9027509407,-3.94311949935,-5.42914482133,2042.97191532,-88.1303193087,236.003400901,-0.155387510955,44.8161622643,0.397819362162,1.48857511263
99.9290706024,-3.94311949935,-5.42914482133,2058.55752547,-88.4825003762,234.099280529,-0.155387510955,44.7887887444,0.397819362162,1.48857511263
98.7524006074,-3.94311949935,-5.42914482133,2094.58974069,-85.8960386043,234.329998364,-0.155387510955,44.7644953104,0.397819362162,1.48857511263
98.6171639838,-3.94311949935,-5.42914482133,2096.37007074,-85.8960386043,235.228065529,-0.155387510955,44.7944965394,0.397819362162,1.48857511263
98.8455778379,-3.94311949935,-5.42914482133,2107.12284448,-84.8273461153,234.64811295,-0.155387510955,44.7855918769,0.397819362162,1.48857511263
98.8455778379,-3.94311949935,-5.42914482133,2107.12284448,-86.0824645667,234.64811295,-0.155387510955,44.7620065858,0.397819362162,1.48857511263
101.634189785,-3.94311949935,-5.42914482133,2107.4668056,-87.0049618701,234.64811295,-0.155387510955,44.7484708889,0.397819362162,1.48857511263
101.634189785,-3.94311949935,-5.34611933121,2090.42831985,-84.8710066872,234.64811295,-0.155387510955,44.7758257559,0.397819362162,1.48857511263
